SIGLA;UF_CIDADE;DESCRICAO;CRECHE_PARCIAL;CRECHE_INTEGRAL;PRE_PARCIAL;PRE_INTEGRAL;FUND1_PARCIAL;FUND1_INTEGRAL;FUND2_PARCIAL;FUND2_INTEGRAL;MEDIO_PARCIAL;MEDIO_INTEGRAL;EJA_FUND;EJA_MEDIO;TOTAL_REGULAR;POR_CENTO;PRE_PARCIAL_AEE;PRE_INTEGRAL_AEE;FUND1_PARCIAL_AEE;FUND1_INTEGRAL_AEE;FUND2_PARCIAL_AEE;FUND2_INTEGRAL_AEE;MEDIO_PARCIAL_AEE;MEDIO_INTEGRAL_AEE;EJA_FUND_AEE;EJA_MEDIO_AEE;TOTAL_AEE;POR_CENTO_AEE
BR;BRASIL;;;;;;;;;;;;;;;;;;;;;;;;;;;
BR;BRASIL;Estadual Urbana;473;1191;40384;871;1151844;139380;3094700;831635;4065857;1327441;152233;482161;;;43;38;3380;74;67057;6821;174994;43531;177905;70781;9471;18251
BR;BRASIL;Estadual Rural;1858;374;7779;378;103956;6304;193533;25494;312896;72061;28692;55526;;;48;7;251;11;4781;261;10153;1437;11009;3423;654;1660
BR;BRASIL;Municipal Urbana;841888;1541660;2543811;502558;6351383;1469939;2895393;794465;29506;2623;587652;4528;;;40922;43723;204519;38069;503837;96403;211226;55548;1116;387;36250;209
BR;BRASIL;Municipal Rural;215196;101302;542043;74450;1306080;369444;698710;222816;2754;374;404583;690;;;7136;3381;26095;4909;76780;23180;40873;13915;95;11;11914;18
BR;BRASIL;Estadual e Municipal;1059415;1644527;3134017;578257;8913263;1985067;6882336;1874410;4411013;1402499;1173160;542905;;;48149;47149;234245;43063;652455;126665;437246;114431;190125;74602;58289;20138
AC;ACRE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;ACRE;Estadual Urbana;1;0;0;0;18309;1488;30296;1460;16280;5986;5051;5735;;;17;0;49;0;3007;281;4033;212;1453;653;390;304
AC;ACRE;Estadual Rural;0;0;182;0;7601;96;13217;52;8186;119;1694;997;;;0;0;2;0;603;10;1271;1;548;2;62;48
AC;ACRE;Municipal Urbana;6128;3741;15485;141;20902;3009;2407;32;0;0;1746;0;;;621;347;2520;20;3249;395;207;1;0;0;88;0
AC;ACRE;Municipal Rural;1424;26;6380;115;16064;386;4449;4;0;0;3640;0;;;69;0;261;2;987;23;216;1;0;0;62;0
AC;ACRE;Estadual e Municipal;7553;3767;22047;256;62876;4979;50369;1548;24466;6105;12131;6732;;;707;347;2832;22;7846;709;5727;215;2001;655;602;352
AC;ACRELANDIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;ACRELANDIA;Estadual Urbana;0;0;0;0;0;0;572;0;221;82;34;95;;;0;0;0;0;0;0;44;0;26;10;2;4
AC;ACRELANDIA;Estadual Rural;0;0;0;0;0;0;159;0;125;107;19;20;;;0;0;0;0;0;0;28;0;8;2;0;2
AC;ACRELANDIA;Municipal Urbana;176;58;253;15;721;64;0;0;0;0;20;0;;;5;0;29;2;83;0;0;0;0;0;2;0
AC;ACRELANDIA;Municipal Rural;0;0;147;0;278;0;121;0;0;0;0;0;;;0;0;6;0;25;0;7;0;0;0;0;0
AC;ACRELANDIA;Estadual e Municipal;176;58;400;15;999;64;852;0;346;189;73;115;;;5;0;35;2;108;0;79;0;34;12;4;6
AC;ASSIS BRASIL;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;ASSIS BRASIL;Estadual Urbana;0;0;0;0;0;0;561;0;272;0;96;108;;;0;0;0;0;0;0;65;0;23;0;4;2
AC;ASSIS BRASIL;Estadual Rural;0;0;45;0;322;0;432;0;55;0;0;0;;;0;0;0;0;3;0;24;0;11;0;0;0
AC;ASSIS BRASIL;Municipal Urbana;0;0;314;0;480;96;0;0;0;0;34;0;;;0;0;15;0;66;6;0;0;0;0;1;0
AC;ASSIS BRASIL;Municipal Rural;0;0;0;0;385;0;0;0;0;0;23;0;;;0;0;0;0;15;0;0;0;0;0;0;0
AC;ASSIS BRASIL;Estadual e Municipal;0;0;359;0;1187;96;993;0;327;0;153;108;;;0;0;15;0;84;6;89;0;34;0;5;2
AC;BRASILEIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;BRASILEIA;Estadual Urbana;0;0;0;0;485;0;1238;0;661;0;77;100;;;0;0;0;0;45;0;135;0;66;0;21;3
AC;BRASILEIA;Estadual Rural;0;0;0;0;0;0;494;0;204;0;26;13;;;0;0;0;0;0;0;12;0;3;0;1;1
AC;BRASILEIA;Municipal Urbana;220;156;611;0;977;219;0;0;0;0;0;0;;;30;8;68;0;135;39;0;0;0;0;0;0
AC;BRASILEIA;Municipal Rural;0;0;190;0;697;0;0;0;0;0;25;0;;;0;0;3;0;30;0;0;0;0;0;0;0
AC;BRASILEIA;Estadual e Municipal;220;156;801;0;2159;219;1732;0;865;0;128;113;;;30;8;71;0;210;39;147;0;69;0;22;4
AC;BUJARI;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;BUJARI;Estadual Urbana;0;0;0;0;0;0;451;0;292;0;87;63;;;0;0;0;0;0;0;79;0;22;0;4;3
AC;BUJARI;Estadual Rural;0;0;0;0;250;0;393;0;189;0;146;99;;;0;0;0;0;16;0;37;0;18;0;3;2
AC;BUJARI;Municipal Urbana;151;0;187;0;411;105;0;0;0;0;13;0;;;26;0;42;0;74;15;0;0;0;0;0;0
AC;BUJARI;Municipal Rural;0;0;177;0;306;0;87;0;0;0;67;0;;;0;0;3;0;32;0;7;0;0;0;0;0
AC;BUJARI;Estadual e Municipal;151;0;364;0;967;105;931;0;481;0;313;162;;;26;0;45;0;122;15;123;0;40;0;7;5
AC;CAPIXABA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;CAPIXABA;Estadual Urbana;0;0;0;0;0;0;215;0;227;0;69;71;;;0;0;0;0;0;0;24;0;26;0;3;2
AC;CAPIXABA;Estadual Rural;0;0;0;0;0;0;214;0;124;0;46;15;;;0;0;0;0;0;0;21;0;10;0;4;3
AC;CAPIXABA;Municipal Urbana;139;0;160;0;521;108;217;0;0;0;40;0;;;13;0;19;0;46;6;21;0;0;0;2;0
AC;CAPIXABA;Municipal Rural;50;0;129;0;350;0;0;0;0;0;113;0;;;3;0;3;0;25;0;0;0;0;0;0;0
AC;CAPIXABA;Estadual e Municipal;189;0;289;0;871;108;646;0;351;0;268;86;;;16;0;22;0;71;6;66;0;36;0;9;5
AC;CRUZEIRO DO SUL;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;CRUZEIRO DO SUL;Estadual Urbana;0;0;0;0;2734;0;3491;265;1323;1506;383;485;;;0;0;0;0;403;0;480;79;112;180;58;69
AC;CRUZEIRO DO SUL;Estadual Rural;0;0;0;0;809;0;1181;0;1120;0;84;52;;;0;0;0;0;114;0;276;0;164;0;3;6
AC;CRUZEIRO DO SUL;Municipal Urbana;1293;113;1975;17;2262;238;227;0;0;0;0;0;;;184;10;290;1;392;39;28;0;0;0;0;0
AC;CRUZEIRO DO SUL;Municipal Rural;262;0;792;0;1546;0;778;0;0;0;677;0;;;32;0;49;0;200;0;67;0;0;0;8;0
AC;CRUZEIRO DO SUL;Estadual e Municipal;1555;113;2767;17;7351;238;5677;265;2443;1506;1144;537;;;216;10;339;1;1109;39;851;79;276;180;69;75
AC;EPITACIOLANDIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;EPITACIOLANDIA;Estadual Urbana;0;0;0;0;0;0;831;0;495;0;110;88;;;0;0;0;0;0;0;80;0;28;0;6;2
AC;EPITACIOLANDIA;Estadual Rural;0;0;0;0;0;0;304;0;148;0;0;0;;;0;0;0;0;0;0;30;0;12;0;0;0
AC;EPITACIOLANDIA;Municipal Urbana;145;107;423;0;1048;166;0;0;0;0;0;0;;;10;4;42;0;134;12;0;0;0;0;0;0
AC;EPITACIOLANDIA;Municipal Rural;0;26;11;103;44;333;0;0;0;0;30;0;;;0;0;0;2;2;22;0;0;0;0;0;0
AC;EPITACIOLANDIA;Estadual e Municipal;145;133;434;103;1092;499;1135;0;643;0;140;88;;;10;4;42;2;136;34;110;0;40;0;6;2
AC;FEIJO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;FEIJO;Estadual Urbana;0;0;0;0;1073;0;995;219;861;0;164;109;;;0;0;0;0;134;0;83;25;36;0;7;1
AC;FEIJO;Estadual Rural;0;0;33;0;912;0;2065;0;858;0;0;0;;;0;0;2;0;3;0;38;0;14;0;0;0
AC;FEIJO;Municipal Urbana;209;0;634;0;383;191;0;0;0;0;99;0;;;30;0;93;0;46;32;0;0;0;0;2;0
AC;FEIJO;Municipal Rural;15;0;740;0;1781;0;0;0;0;0;917;0;;;0;0;7;0;39;0;0;0;0;0;7;0
AC;FEIJO;Estadual e Municipal;224;0;1407;0;4149;191;3060;219;1719;0;1180;109;;;30;0;102;0;222;32;121;25;50;0;16;1
AC;JORDAO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;JORDAO;Estadual Urbana;0;0;0;0;239;0;154;0;199;0;18;46;;;0;0;0;0;19;0;16;0;8;0;0;1
AC;JORDAO;Estadual Rural;0;0;0;0;25;0;63;0;151;0;0;45;;;0;0;0;0;0;0;0;0;9;0;0;0
AC;JORDAO;Municipal Urbana;46;112;136;0;189;0;141;0;0;0;0;0;;;0;3;27;0;15;0;3;0;0;0;0;0
AC;JORDAO;Municipal Rural;6;0;311;0;970;0;720;0;0;0;10;0;;;0;0;0;0;18;0;29;0;0;0;3;0
AC;JORDAO;Estadual e Municipal;52;112;447;0;1423;0;1078;0;350;0;28;91;;;0;3;27;0;52;0;48;0;17;0;3;1
AC;MANCIO LIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;MANCIO LIMA;Estadual Urbana;0;0;0;0;0;0;856;0;272;267;70;109;;;0;0;0;0;0;0;79;0;26;24;2;8
AC;MANCIO LIMA;Estadual Rural;0;0;29;0;160;0;655;0;425;0;165;49;;;0;0;0;0;3;0;49;0;30;0;4;1
AC;MANCIO LIMA;Municipal Urbana;328;0;392;0;968;57;0;0;0;0;0;0;;;14;0;37;0;111;0;0;0;0;0;0;0
AC;MANCIO LIMA;Municipal Rural;218;0;306;12;626;0;0;0;0;0;92;0;;;5;0;18;0;55;0;0;0;0;0;1;0
AC;MANCIO LIMA;Estadual e Municipal;546;0;727;12;1754;57;1511;0;697;267;327;158;;;19;0;55;0;169;0;128;0;56;24;7;9
AC;MANOEL URBANO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;MANOEL URBANO;Estadual Urbana;0;0;0;0;0;0;357;0;359;0;22;119;;;0;0;0;0;0;0;22;0;15;0;2;5
AC;MANOEL URBANO;Estadual Rural;0;0;0;0;202;0;160;0;0;0;59;30;;;0;0;0;0;0;0;3;0;0;0;0;0
AC;MANOEL URBANO;Municipal Urbana;183;0;277;0;769;106;276;32;0;0;50;0;;;13;0;23;0;96;8;25;1;0;0;1;0
AC;MANOEL URBANO;Municipal Rural;0;0;122;0;379;50;83;0;0;0;22;0;;;0;0;2;0;9;1;0;0;0;0;0;0
AC;MANOEL URBANO;Estadual e Municipal;183;0;399;0;1350;156;876;32;359;0;153;149;;;13;0;25;0;105;9;50;1;15;0;3;5
AC;MARECHAL THAUMATURGO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;MARECHAL THAUMATURGO;Estadual Urbana;0;0;0;0;0;0;0;0;456;0;0;65;;;0;0;0;0;0;0;0;0;15;0;0;1
AC;MARECHAL THAUMATURGO;Estadual Rural;0;0;0;0;108;0;118;0;492;0;0;0;;;0;0;0;0;0;0;1;0;7;0;0;0
AC;MARECHAL THAUMATURGO;Municipal Urbana;190;0;186;0;278;256;500;0;0;0;57;0;;;7;0;18;0;59;22;47;0;0;0;5;0
AC;MARECHAL THAUMATURGO;Municipal Rural;65;0;450;0;1335;0;1108;0;0;0;67;0;;;1;0;5;0;18;0;18;0;0;0;0;0
AC;MARECHAL THAUMATURGO;Estadual e Municipal;255;0;636;0;1721;256;1726;0;948;0;124;65;;;8;0;23;0;77;22;66;0;22;0;5;1
AC;PLACIDO DE CASTRO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;PLACIDO DE CASTRO;Estadual Urbana;0;0;0;0;245;0;415;0;35;305;0;62;;;0;0;0;0;34;0;57;0;2;24;0;5
AC;PLACIDO DE CASTRO;Estadual Rural;0;0;0;0;200;0;320;0;147;0;104;111;;;0;0;0;0;37;0;39;0;15;0;9;8
AC;PLACIDO DE CASTRO;Municipal Urbana;106;23;256;0;317;106;111;0;0;0;60;0;;;18;0;41;0;42;12;12;0;0;0;4;0
AC;PLACIDO DE CASTRO;Municipal Rural;80;0;207;0;388;0;93;0;0;0;0;0;;;7;0;17;0;60;0;11;0;0;0;0;0
AC;PLACIDO DE CASTRO;Estadual e Municipal;186;23;463;0;1150;106;939;0;182;305;164;173;;;25;0;58;0;173;12;119;0;17;24;13;13
AC;PORTO ACRE;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;PORTO ACRE;Estadual Urbana;0;0;0;0;0;0;204;0;133;0;29;28;;;0;0;0;0;0;0;24;0;3;0;4;1
AC;PORTO ACRE;Estadual Rural;0;0;0;0;0;0;994;0;545;0;186;149;;;0;0;0;0;0;0;148;0;45;0;1;6
AC;PORTO ACRE;Municipal Urbana;160;0;88;0;187;0;0;0;0;0;5;0;;;17;0;20;0;29;0;0;0;0;0;1;0
AC;PORTO ACRE;Municipal Rural;147;0;423;0;1263;0;0;0;0;0;71;0;;;6;0;60;0;162;0;0;0;0;0;4;0
AC;PORTO ACRE;Estadual e Municipal;307;0;511;0;1450;0;1198;0;678;0;291;177;;;23;0;80;0;191;0;172;0;48;0;10;7
AC;PORTO WALTER;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;PORTO WALTER;Estadual Urbana;0;0;0;0;0;0;190;0;342;0;33;117;;;0;0;0;0;0;0;13;0;42;0;3;4
AC;PORTO WALTER;Estadual Rural;0;0;47;0;82;0;87;0;336;0;14;0;;;0;0;0;0;1;0;0;0;9;0;0;0
AC;PORTO WALTER;Municipal Urbana;262;0;222;0;436;87;298;0;0;0;82;0;;;1;0;9;0;23;9;21;0;0;0;3;0
AC;PORTO WALTER;Municipal Rural;29;0;216;0;562;0;495;0;0;0;0;0;;;0;0;2;0;13;0;28;0;0;0;0;0
AC;PORTO WALTER;Estadual e Municipal;291;0;485;0;1080;87;1070;0;678;0;129;117;;;1;0;11;0;37;9;62;0;51;0;6;4
AC;RIO BRANCO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;RIO BRANCO;Estadual Urbana;1;0;0;0;12021;1488;15124;481;7423;3585;3218;3179;;;17;0;49;0;2097;281;2276;67;815;366;260;164
AC;RIO BRANCO;Estadual Rural;0;0;0;0;1995;74;1653;0;643;0;138;94;;;0;0;0;0;290;10;294;0;69;0;3;4
AC;RIO BRANCO;Municipal Urbana;1368;2870;6577;81;5661;371;0;0;0;0;691;0;;;140;306;1343;16;1150;81;0;0;0;0;40;0
AC;RIO BRANCO;Municipal Rural;0;0;302;0;557;0;0;0;0;0;52;0;;;0;0;40;0;79;0;0;0;0;0;1;0
AC;RIO BRANCO;Estadual e Municipal;1369;2870;6879;81;20234;1933;16777;481;8066;3585;4099;3273;;;157;306;1432;16;3616;372;2570;67;884;366;304;168
AC;RODRIGUES ALVES;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;RODRIGUES ALVES;Estadual Urbana;0;0;0;0;0;0;226;0;86;171;54;28;;;0;0;0;0;0;0;43;0;13;46;2;1
AC;RODRIGUES ALVES;Estadual Rural;0;0;21;0;26;0;581;0;499;0;422;273;;;0;0;0;0;1;0;99;0;51;0;30;14
AC;RODRIGUES ALVES;Municipal Urbana;223;0;195;0;313;176;205;0;0;0;18;0;;;11;0;23;0;44;25;27;0;0;0;1;0
AC;RODRIGUES ALVES;Municipal Rural;465;0;361;0;781;0;62;0;0;0;463;0;;;14;0;31;0;108;0;7;0;0;0;29;0
AC;RODRIGUES ALVES;Estadual e Municipal;688;0;577;0;1120;176;1074;0;585;171;957;301;;;25;0;54;0;153;25;176;0;64;46;62;15
AC;SANTA ROSA DO PURUS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;SANTA ROSA DO PURUS;Estadual Urbana;0;0;0;0;0;0;0;0;166;0;0;83;;;0;0;0;0;0;0;0;0;3;0;0;2
AC;SANTA ROSA DO PURUS;Estadual Rural;0;0;0;0;111;0;0;0;202;0;0;0;;;0;0;0;0;0;0;0;0;5;0;0;0
AC;SANTA ROSA DO PURUS;Municipal Urbana;0;0;169;0;448;0;346;0;0;0;81;0;;;0;0;6;0;12;0;14;0;0;0;1;0
AC;SANTA ROSA DO PURUS;Municipal Rural;0;0;169;0;430;3;338;4;0;0;0;0;;;0;0;0;0;8;0;7;1;0;0;0;0
AC;SANTA ROSA DO PURUS;Estadual e Municipal;0;0;338;0;989;3;684;4;368;0;81;83;;;0;0;6;0;20;0;21;1;8;0;1;2
AC;SENA MADUREIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;SENA MADUREIRA;Estadual Urbana;0;0;0;0;94;0;1522;0;759;0;125;252;;;0;0;0;0;18;0;204;0;72;0;4;9
AC;SENA MADUREIRA;Estadual Rural;0;0;0;0;717;0;529;10;594;0;155;24;;;0;0;0;0;32;0;33;0;13;0;2;0
AC;SENA MADUREIRA;Municipal Urbana;419;0;681;0;1620;300;0;0;0;0;45;0;;;50;0;125;0;317;46;0;0;0;0;1;0
AC;SENA MADUREIRA;Municipal Rural;0;0;209;0;852;0;509;0;0;0;122;0;;;0;0;4;0;40;0;29;0;0;0;0;0
AC;SENA MADUREIRA;Estadual e Municipal;419;0;890;0;3283;300;2560;10;1353;0;447;276;;;50;0;129;0;407;46;266;0;85;0;7;9
AC;SENADOR GUIOMARD;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;SENADOR GUIOMARD;Estadual Urbana;0;0;0;0;437;0;889;0;617;0;172;198;;;0;0;0;0;129;0;162;0;46;0;3;7
AC;SENADOR GUIOMARD;Estadual Rural;0;0;0;0;460;0;325;0;172;0;42;23;;;0;0;0;0;58;0;55;0;16;0;2;1
AC;SENADOR GUIOMARD;Municipal Urbana;274;0;578;28;534;113;86;0;0;0;96;0;;;27;0;103;1;134;11;9;0;0;0;7;0
AC;SENADOR GUIOMARD;Municipal Rural;87;0;84;0;29;0;0;0;0;0;13;0;;;1;0;2;0;4;0;0;0;0;0;0;0
AC;SENADOR GUIOMARD;Estadual e Municipal;361;0;662;28;1460;113;1300;0;789;0;323;221;;;28;0;105;1;325;11;226;0;62;0;12;8
AC;TARAUACA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;TARAUACA;Estadual Urbana;0;0;0;0;456;0;1591;260;937;70;249;234;;;0;0;0;0;63;0;109;21;40;3;5;6
AC;TARAUACA;Estadual Rural;0;0;7;0;921;22;2132;42;993;12;52;0;;;0;0;0;0;42;0;70;1;33;0;0;0
AC;TARAUACA;Municipal Urbana;236;95;844;0;2011;207;0;0;0;0;244;0;;;25;5;112;0;166;26;0;0;0;0;12;0
AC;TARAUACA;Municipal Rural;0;0;881;0;2180;0;55;0;0;0;672;0;;;0;0;5;0;33;0;6;0;0;0;7;0
AC;TARAUACA;Estadual e Municipal;236;95;1732;0;5568;229;3778;302;1930;82;1217;234;;;25;5;117;0;304;26;185;22;73;3;24;6
AC;XAPURI;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC;XAPURI;Estadual Urbana;0;0;0;0;525;0;414;235;144;0;41;96;;;0;0;0;0;65;0;38;20;14;0;0;4
AC;XAPURI;Estadual Rural;0;0;0;0;301;0;358;0;164;0;36;0;;;0;0;0;0;3;0;14;0;6;0;0;0
AC;XAPURI;Municipal Urbana;0;207;327;0;368;43;0;0;0;0;111;0;;;0;11;35;0;75;6;0;0;0;0;5;0
AC;XAPURI;Municipal Rural;0;0;153;0;325;0;0;0;0;0;204;0;;;0;0;4;0;12;0;0;0;0;0;2;0
AC;XAPURI;Estadual e Municipal;0;207;480;0;1519;43;772;235;308;0;392;96;;;0;11;39;0;155;6;52;20;20;0;7;4
AL;AGUA BRANCA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;AGUA BRANCA;Estadual Urbana;0;0;0;0;0;0;0;0;3680;3300;0;1880;;;0;0;0;0;0;0;0;0;280;220;0;80
AL;AGUA BRANCA;Estadual Rural;0;0;180;0;480;0;440;0;0;0;0;0;;;0;0;50;0;20;0;30;0;0;0;0;0
AL;AGUA BRANCA;Municipal Urbana;260;1480;1420;0;4950;0;5170;0;0;0;1940;0;;;500;500;590;0;1270;0;880;0;0;0;150;0
AL;AGUA BRANCA;Municipal Rural;2500;570;2940;0;8210;0;5990;0;0;0;5030;0;;;140;150;410;0;960;0;810;0;0;0;70;0
AL;AGUA BRANCA;Estadual e Municipal;2760;2050;4540;0;1364;0;116;0;3680;3300;6970;1880;;;640;650;1050;0;2250;0;1720;0;280;220;220;80
AL;ALAGOAS;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;ALAGOAS;Estadual Urbana;1940;0;3190;0;5455;8890;21367;4185;62416;25165;1592;199;;;50;0;210;0;4460;730;1738;2970;2899;1227;910;4280
AL;ALAGOAS;Estadual Rural;240;690;2770;250;1005;410;9720;450;4581;2361;810;1761;;;20;20;120;20;640;30;450;30;1790;1360;10;340
AL;ALAGOAS;Municipal Urbana;11269;30422;2826;12489;87451;29427;70451;21753;0;0;39039;0;;;7880;1157;2811;9210;8387;1975;5322;1205;0;0;197;0
AL;ALAGOAS;Municipal Rural;10259;9215;16457;5755;38986;17175;23172;7963;0;0;41071;0;;;2980;3090;1047;4050;2514;1185;1476;4680;0;0;7140;0
AL;ALAGOAS;Estadual e Municipal;21746;39706;45313;18269;132897;47532;115962;33946;66997;27526;81783;21661;;;1093;1468;3891;1328;11411;3236;8581;1973;3078;1363;2776;4620
AL;ANADIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;ANADIA;Estadual Urbana;0;0;0;0;0;0;0;0;4830;0;0;1560;;;0;0;0;0;0;0;0;0;250;0;0;30
AL;ANADIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;ANADIA;Municipal Urbana;0;2530;360;2130;2430;2960;3490;3520;0;0;2390;0;;;0;100;30;110;140;210;250;450;0;0;100;0
AL;ANADIA;Municipal Rural;0;920;600;360;2010;1730;0;830;0;0;2550;0;;;0;40;10;30;150;180;0;110;0;0;160;0
AL;ANADIA;Estadual e Municipal;0;3450;960;2490;4440;4690;3490;4350;4830;0;4940;1560;;;0;140;40;140;290;390;250;560;250;0;260;30
AL;ARAPIRACA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;ARAPIRACA;Estadual Urbana;0;0;0;0;0;0;2484;3160;523;1912;0;1201;;;0;0;0;0;0;0;820;110;1670;750;0;110
AL;ARAPIRACA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;ARAPIRACA;Municipal Urbana;540;2634;3016;620;6909;1638;4472;5740;0;0;9090;0;;;20;1120;3230;10;5440;1480;2770;470;0;0;1040;0
AL;ARAPIRACA;Municipal Rural;2220;6310;1276;1350;3669;8090;2991;260;0;0;2970;0;;;130;330;940;60;2460;450;1670;10;0;0;120;0
AL;ARAPIRACA;Estadual e Municipal;2760;3265;4292;1970;10578;2447;9947;9160;523;1912;1206;1201;;;150;1450;4170;70;7900;1930;5260;590;1670;750;1160;110
AL;ATALAIA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;ATALAIA;Estadual Urbana;0;0;0;0;0;0;0;0;1264;0;0;1680;;;0;0;0;0;0;0;0;0;540;0;0;20
AL;ATALAIA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;ATALAIA;Municipal Urbana;950;4320;4050;490;8110;2230;9440;740;0;0;5070;0;;;20;70;180;10;800;20;600;10;0;0;220;0
AL;ATALAIA;Municipal Rural;1190;3490;3580;840;1136;4020;9420;2110;0;0;8650;0;;;10;70;180;100;810;40;530;50;0;0;200;0
AL;ATALAIA;Estadual e Municipal;2140;7810;7630;1330;1947;6250;1886;2850;1264;0;1372;1680;;;30;140;360;110;1610;60;1130;60;540;0;420;20
AL;BARRA DE SANTO ANTONIO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BARRA DE SANTO ANTONIO;Estadual Urbana;0;0;0;0;0;0;0;0;6310;0;0;1630;;;0;0;0;0;0;0;0;0;340;0;0;20
AL;BARRA DE SANTO ANTONIO;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BARRA DE SANTO ANTONIO;Municipal Urbana;690;0;660;0;5300;1170;2860;3610;0;0;0;0;;;60;0;70;0;690;210;400;140;0;0;0;0
AL;BARRA DE SANTO ANTONIO;Municipal Rural;0;2700;2000;760;1240;2930;220;1940;0;0;0;0;;;0;190;540;60;300;240;390;80;0;0;0;0
AL;BARRA DE SANTO ANTONIO;Estadual e Municipal;690;2700;2660;760;6540;4100;3080;5550;6310;0;0;1630;;;60;190;610;60;990;450;790;220;340;0;0;20
AL;BARRA DE SAO MIGUEL;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BARRA DE SAO MIGUEL;Estadual Urbana;0;0;0;0;0;0;0;0;0;2840;0;710;;;0;0;0;0;0;0;0;0;0;100;0;40
AL;BARRA DE SAO MIGUEL;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BARRA DE SAO MIGUEL;Municipal Urbana;0;2430;650;930;4400;2160;4120;0;0;0;1020;0;;;0;320;140;270;680;100;470;0;0;0;130;0
AL;BARRA DE SAO MIGUEL;Municipal Rural;0;1120;0;650;0;0;0;0;0;0;0;0;;;0;90;0;110;0;0;0;0;0;0;0;0
AL;BARRA DE SAO MIGUEL;Estadual e Municipal;0;3550;650;1580;4400;2160;4120;0;0;2840;1020;710;;;0;410;140;380;680;100;470;0;0;100;130;40
AL;BATALHA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BATALHA;Estadual Urbana;0;0;0;0;0;0;0;0;3990;2010;0;1190;;;0;0;0;0;0;0;0;0;100;110;0;10
AL;BATALHA;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BATALHA;Municipal Urbana;2150;720;1990;200;6140;0;8050;0;0;0;4590;0;;;50;40;140;80;1110;0;490;0;0;0;120;0
AL;BATALHA;Municipal Rural;1710;0;1350;0;2130;1120;260;0;0;0;4390;0;;;20;0;70;0;180;70;30;0;0;0;40;0
AL;BATALHA;Estadual e Municipal;3860;720;3340;200;8270;1120;8310;0;3990;2010;8980;1190;;;70;40;210;80;1290;70;520;0;100;110;160;10
AL;BELEM;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL;BELEM;Estadual Urbana;0;0;0;0;0;0;0;0;1480;0;0;690;;;0;0;0;0;0;0;0;0;50;0;0;10
AL;BELEM;Estadual Rural;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0
AL;BELEM;Municipal Urbana;0;960;0;640;0;880;0;2560;0;0;5110;0;;;0;20;0;50;0;20;0;120;0;0;160;0
AL;BELEM;Municipal Rural;0;480;0;770;0;2200;0;0;0;0;1520;0;;;0;20;0;20;0;80;0;0;0;0;0;0
AL;BELEM;Estadual e Municipal;0;1440;0;1410;0;3080;0;2560;1480;0;6630;690;;;0;40;0;70;0;100;0;120;50;0;160;10
